,title,abstract
111,The Mirror Illusion Increases Motor Cortex Excitability in Children With and Without Hemiparesis.,"Background:Mirror therapy provides a visual illusion of a normal moving limb by using the mirror reflection of the unaffected arm instead of viewing the paretic limb and is used in rehabilitation to improve hand function. Little is known about the mechanism underlying its effect in children with hemiparesis.Objective:To investigate the effect of the mirror illusion (MI) on the excitability of the primary motor cortex (M1) in children and adolescents.Methods:Twelve patients with hemiparesis (10-20 years) and 8 typically developing subjects (8-17 years) participated. Corticospinal reorganization was classified as contralateral (projection from contralateral hemisphere to affected hand) or ipsilateral (projection from ipsilateral hemisphere to affected hand). M1 excitability of the hemisphere projecting to the affected (nondominant in typically developing subjects) hand was obtained during 2 different conditions using single-pulse transcranial magnetic stimulation (TMS). Each condition (without/with mirror) consisted of a unimanual and a bimanual task. Motor-evoked potentials (MEPs) were recorded from the abductor pollicis brevis and flexor digitorum superficialis muscles.Results:MEP amplitudes were significantly increased during the mirror condition ( P = .005) in typically developing subjects and in patients with contralateral reorganization. No significant effect of MI was found in subjects with ipsilateral reorganization. MI increased M1 excitability during active movements only. This increase was not correlated to hand function.Conclusion:MI increases the excitability of M1 in hemiparetic patients with contralateral corticospinal organization and in typically developing subjects. This finding provides neurophysiological evidence supporting the application of mirror therapy in selected children and adolescents with hemiparesis.Keywords:cerebral palsy; hemiplegia; mirror illusion; pediatric rehabilitation; transcranial magnetic stimulation.
"
112,Contralesional Corticomotor Neurophysiology in Hemiparetic Children With Perinatal Stroke.,"Background:Perinatal stroke causes most hemiparetic cerebral palsy. Ipsilateral connections from nonlesioned hemisphere to affected hand are common. The nonlesioned primary motor cortex (M1) determines function and is a potential therapeutic target but its neurophysiology is poorly understood.Objective:We aimed to characterize the neurophysiological properties of the nonlesioned M1 in children with perinatal stroke and their relationship to clinical function.Methods:Fifty-two participants with hemiparetic cerebral palsy and magnetic resonance imaging-confirmed perinatal stroke and 40 controls aged 8 to 18 years completed the same transcranial magnetic stimulation (TMS) protocol. Single-pulse TMS to nonlesioned M1 determined rest and active motor thresholds (RMT/AMT), motor-evoked potential (MEP) latencies, and stimulus recruitment curves (SRC: 100%-150% RMT). Paired-pulse TMS evaluated short-latency intracortical inhibition (SICI) and intracortical facilitation (ICF). Ipsilateral (IP) participants (ipsilateral MEP ≥0.05 mV in ≥5/20 trials) were compared with contralateral MEP only, nonipsilateral (NI) participants. Assisting Hand and Melbourne assessments quantified clinical function.Results:Twenty-five IP were compared with 13 NI (n = 38, median age 12 years, 66% male). IP had lower motor function. SRC to unaffected hand were comparable between IP and NI while IP had smaller ipsilateral SRC. Ipsilateral MEP latencies were prolonged (23.5 ± 1.8 vs 22.2 ± 1.5 ms contra, P < .001). Contralateral SICI was different between IP (-42%) and NI (-20%). Ipsilateral SICI was reduced (-20%). Contralateral ICF was comparable between groups (+43%) and ipsilaterally (+43%). Measures correlated between contralateral and ipsilateral sides.Conclusion:Neurophysiology of nonlesioned M1 and its relationship to motor function is measureable in children with perinatal stroke. Correlation of excitability and intracortical circuitry measures between contralateral and ipsilateral sides suggests common control mechanisms.Keywords:contralesional; hemiparesis; perinatal; plasticity; stroke; transcranial magnetic stimulation (TMS).
"
113,Transcranial direct current stimulation for children with perinatal stroke and hemiparesis.,"Objective:To determine whether the addition of transcranial direct current stimulation (tDCS) to intensive therapy increases motor function in children with perinatal stroke and hemiparetic cerebral palsy.Methods:This was a randomized, controlled, double-blind clinical trial. Participants were recruited from a population-based cohort with MRI-classified unilateral perinatal stroke, age of 6 to 18 years, and disabling hemiparesis. All completed a goal-directed, peer-supported, 2-week after-school motor learning camp (32 hours of therapy). Participants were randomized 1:1 to 1 mA cathodal tDCS over the contralesional primary motor cortex (M1) for the initial 20 minutes of daily therapy or sham. Primary subjective (Canadian Occupational Performance Measure [COPM]), objective (Assisting Hand Assessment [AHA]), safety, and secondary outcomes were measured at 1 week and 2 months after intervention. Analysis was by intention to treat.Results:Twenty-four participants were randomized (median age 11.8 ± 2.7 years, range 6.7-17.8). COPM performance and satisfaction scores doubled at 1 week with sustained gains at 2 months (p < 0.001). COPM scores increased more with tDCS compared to sham control (p = 0.004). AHA scores demonstrated only mild increases at both time points with no tDCS effects. Procedures were safe and well tolerated with no decrease in either arm function or serious adverse events.Conclusion:tDCS trials appear feasible and safe in hemiparetic children. Lack of change in objective motor function may reflect underdosing of therapy. Marked gains in subjective function with tDCS warrant further study.Clinicaltrialsgov identifier:
NCT02170285.Classification of evidence:This study provides Class II evidence that for children with perinatal stroke and hemiparetic cerebral palsy, the addition of tDCS to moderate-dose motor learning therapy does not significantly improve motor function as measured by the AHA."
114,Combined transcranial direct current stimulation and robotic upper limb therapy improves upper limb function in an adult with cerebral palsy.,"Background:Robotic therapy can improve upper limb function in hemiparesis. Excitatory transcranial direct current stimulation (tDCS) can prime brain motor circuits before therapy.Objective:We tested safety and efficacy of tDCS plus robotic therapy in an adult with unilateral spastic cerebral palsy (USCP).Methods:In each of 36 sessions, anodal tDCS (2 mA, 20 min) was applied over the motor map of the affected hand. Immediately after tDCS, the participant completed robotic therapy, using the shoulder, elbow, and wrist (MIT Manus). The participant sat in a padded chair with affected arm abducted, forearm supported, and hand grasping the robot handle. The participant controlled the robot arm with his affected arm to move a cursor from the center of a circle to each of eight targets (960 movements). Motor function was tested before, after, and six months after therapy with the Wolf Motor Function Test (WMFT) and Fugl-Meyer (FM).Results:Reaching accuracy on the robot task improved significantly after therapy. The WMFT and FM improved clinically meaningful amounts after therapy. The motor map of the affected hand expanded after therapy. Improvements were maintained six months after therapy.Conclusions:Combined tDCS and robotics safely improved upper limb function in an adult with USCP.Keywords:Neuromodulation; neuroplasticity; rehabilitation.
"
115,Advancing non-invasive neuromodulation clinical trials in children: Lessons from perinatal stroke.,"Applications of non-invasive brain stimulation including therapeutic neuromodulation are expanding at an alarming rate. Increasingly established scientific principles, including directional modulation of well-informed cortical targets, are advancing clinical trial development. However, high levels of disease burden coupled with zealous enthusiasm may be getting ahead of rational research and evidence. Experience is limited in the developing brain where additional issues must be considered. Properly designed and meticulously executed clinical trials are essential and required to advance and optimize the potential of non-invasive neuromodulation without risking the well-being of children and families. Perinatal stroke causes most hemiplegic cerebral palsy and, as a focal injury of defined timing in an otherwise healthy brain, is an ideal human model of developmental plasticity. Advanced models of how the motor systems of young brains develop following early stroke are affording novel windows of opportunity for neuromodulation clinical trials, possibly directing neuroplasticity toward better outcomes. Reviewing the principles of clinical trial design relevant to neuromodulation and using perinatal stroke as a model, this article reviews the current and future issues of advancing such trials in children.Keywords:Brain stimulation; Cerebral palsy; Clinical trials; Developmental plasticity; Neuroplasticity; Perinatal stroke; Transcranial direct current stimulation; Transcranial magnetic stimulation.
"
116,Using diffusion tensor imaging to identify corticospinal tract projection patterns in children with unilateral spastic cerebral palsy.,"Aim:To determine whether diffusion tensor imaging (DTI) can be an independent assessment for identifying the corticospinal tract (CST) projecting from the more-affected motor cortex in children with unilateral spastic cerebral palsy (CP).Method:Twenty children with unilateral spastic CP participated in this study (16 males, four females; mean age 9y 2mo [standard deviation (SD) 3y 2mo], Manual Ability Classification System [MACS] level I-III). We used DTI tractography to reconstruct the CST projecting from the more-affected motor cortex. We mapped the motor representation of the more-affected hand by stimulating the more- and the less-affected motor cortex measured with single-pulse transcranial magnetic stimulation (TMS). We then verified the presence or absence of the contralateral CST by comparing the TMS map and DTI tractography. Fisher's exact test was used to determine the association between findings of TMS and DTI.Results:DTI tractography successfully identified the CST controlling the more-affected hand (sensitivity=82%, specificity=78%).Interpretation:Contralateral CST projecting from the lesioned motor cortex assessed by DTI is consistent with findings of TMS mapping. Since CST connectivity may be predictive of response to certain upper extremity treatments, DTI-identified CST connectivity may potentially be valuable for determining such connectivity where TMS is unavailable or inadvisable for children with seizures."
117,A comprehensive database of published tDCS clinical trials (2005-2016).,"Transcranial direct current stimulation (tDCS) is a technique of noninvasive cortical stimulation allowing significant modification of brain functions. Clinical application of this technique was reported for the first time in March 2005. This paper presents a detailed list of the 340 articles (excluding single case reports) which have assessed the clinical effect of tDCS in patients, at least when delivered to cortical targets. The reviewed conditions were: pain syndromes, Parkinson's disease, dystonia, cerebral palsy, post-stroke limb motor impairment, post-stroke neglect, post-stroke dysphagia, post-stroke aphasia, primary progressive aphasia, multiple sclerosis, epilepsy, consciousness disorders, Alzheimer's disease and other types of dementia, tinnitus, depression, auditory hallucinations and negative symptoms of schizophrenia, addiction and craving, autism, and attention disorders. The following data were collected: (i) clinical condition; (ii) study design; (iii) sample size; (iv) anode and cathode locations; (v) stimulation intensity and electrode area; (vi) number and duration of sessions; (vii) clinical outcome measures and results. This article does not include any meta-analysis and aims simply at providing a comprehensive overview of the raw data reported in this field to date, as an aid to researchers.Keywords:Brain stimulation; Cortex; Neurologie; Neurology; Neurostimulation; Protocole d’étude; Psychiatrie; Psychiatry; Stimulation cérébrale; Study design; Traitement; Treatment.
"
118,Modulation of physiological mirror activity with transcranial direct current stimulation over dorsal premotor cortex.,"Humans have a natural tendency towards symmetrical movements, which rely on a distributed cortical network that allows for complex unimanual movements. Studies on healthy humans using rTMS have shown that disruption of this network, and particularly the dorsal premotor cortex (dPMC), can result in increased physiological mirror movements. The aim of the present set of experiments was to further investigate the role of dPMC in restricting motor output to the contralateral hand and determine whether physiological mirror movements could be decreased in healthy individuals. Physiological mirror movements were assessed before and after transcranial direct current stimulation (tDCS) over right and left dPMC in three conditions: bilateral, unilateral left and unilateral right stimulation. Mirror EMG activity was assessed immediately before, 0, 10 and 20 min after tDCS. Results show that physiological mirroring increased significantly in the hand ipsilateral to cathodal stimulation during bilateral stimulation of the dPMC, 10 and 20 min after stimulation compared to baseline. There was no significant modulation of physiological mirroring in the hand ipsilateral to anodal stimulation in the bilateral condition or following unilateral anodal or unilateral cathodal stimulation. The present data further implicate the dPMC in the control of unimanual hand movements and show that physiological mirroring can be increased but not decreased with dPMC tDCS.Keywords:bilateral stimulation; dorsal premotor cortex; mirror movements; motor control; transcranial direct current stimulation.
"
119,Neurophysiologic markers of primary motor cortex for laryngeal muscles and premotor cortex in caudal opercular part of inferior frontal gyrus investigated in motor speech disorder: a navigated transcranial magnetic stimulation (TMS) study.,"Transcranial magnetic stimulation studies have so far reported the results of mapping the primary motor cortex (M1) for hand and tongue muscles in stuttering disorder. This study was designed to evaluate the feasibility of repetitive navigated transcranial magnetic stimulation (rTMS) for locating the M1 for laryngeal muscle and premotor cortical area in the caudal opercular part of inferior frontal gyrus, corresponding to Broca's area in stuttering subjects by applying new methodology for mapping these motor speech areas. Sixteen stuttering and eleven control subjects underwent rTMS motor speech mapping using modified patterned rTMS. The subjects performed visual object naming task during rTMS applied to the (a) left M1 for laryngeal muscles for recording corticobulbar motor-evoked potentials (CoMEP) from cricothyroid muscle and (b) left premotor cortical area in the caudal opercular part of inferior frontal gyrus while recording long latency responses (LLR) from cricothyroid muscle. The latency of CoMEP in control subjects was 11.75 ± 2.07 ms and CoMEP amplitude was 294.47 ± 208.87 µV, and in stuttering subjects CoMEP latency was 12.13 ± 0.75 ms and 504.64 ± 487.93 µV CoMEP amplitude. The latency of LLR in control subjects was 52.8 ± 8.6 ms and 54.95 ± 4.86 in stuttering subjects. No significant differences were found in CoMEP latency, CoMEP amplitude, and LLR latency between stuttering and control-fluent speakers. These results indicate there are probably no differences in stuttering compared to controls in functional anatomy of the pathway used for transmission of information from premotor cortex to the M1 cortices for laryngeal muscle representation and from there via corticobulbar tract to laryngeal muscles.Keywords:Laryngeal muscles; Motor speech disorder; Premotor cortex; Primary motor cortex; Stuttering; Transcranial magnetic stimulation.
"
120,Corticospinal Excitability in Children with Congenital Hemiparesis.,"Transcranial magnetic stimulation (TMS) can be used as an assessment or intervention to evaluate or influence brain activity in children with hemiparetic cerebral palsy (CP) commonly caused by perinatal stroke. This communication report analyzed data from two clinical trials using TMS to assess corticospinal excitability in children and young adults with hemiparetic CP. The results of this communication revealed a higher probability of finding a motor evoked potential (MEP) on the non-lesioned hemisphere compared to the lesioned hemisphere (p = 0.005). The resting motor threshold (RMT) was lower on the non-lesioned hemisphere than the lesioned hemisphere (p = 0.013). There was a significantly negative correlation between age and RMT (rs = -0.65, p = 0.003). This communication provides information regarding MEP responses, motor thresholds (MTs) and the association with age during TMS assessment in children with hemiparetic CP. Such findings contribute to the development of future pediatric studies in neuroplasticity and neuromodulation to influence motor function and recovery after perinatal stroke.Keywords:cerebral palsy; motor evoked potential; motor threshold; perinatal stroke; transcranial magnetic stimulation.
"
121,Skilled Bimanual Training Drives Motor Cortex Plasticity in Children With Unilateral Cerebral Palsy.,"Background Intensive bimanual therapy can improve hand function in children with unilateral spastic cerebral palsy (USCP). We compared the effects of structured bimanual skill training versus unstructured bimanual practice on motor outcomes and motor map plasticity in children with USCP. Objective We hypothesized that structured skill training would produce greater motor map plasticity than unstructured practice. Methods Twenty children with USCP (average age 9.5; 12 males) received therapy in a day camp setting, 6 h/day, 5 days/week, for 3 weeks. In structured skill training (n = 10), children performed progressively more difficult movements and practiced functional goals. In unstructured practice (n = 10), children engaged in bimanual activities but did not practice skillful movements or functional goals. We used the Assisting Hand Assessment (AHA), Jebsen-Taylor Test of Hand Function (JTTHF), and Canadian Occupational Performance Measure (COPM) to measure hand function. We used single-pulse transcranial magnetic stimulation to map the representation of first dorsal interosseous and flexor carpi radialis muscles bilaterally. Results Both groups showed significant improvements in bimanual hand use (AHA; P < .05) and hand dexterity (JTTHF; P < .001). However, only the structured skill group showed increases in the size of the affected hand motor map and amplitudes of motor evoked potentials (P < .01). Most children who showed the most functional improvements (COPM) had the largest changes in map size. Conclusions These findings uncover a dichotomy of plasticity: the unstructured practice group improved hand function but did not show changes in motor maps. Skill training is important for driving motor cortex plasticity in children with USCP.Keywords:hemiplegia; neuroplasticity; pediatric; rehabilitation; transcranial magnetic stimulation.
"
122,"Transcranial direct current stimulation combined with upper limb functional training in children with spastic, hemiparetic cerebral palsy: study protocol for a randomized controlled trial.","Background:The aim of the proposed study is to perform a comparative analysis of functional training effects for the paretic upper limb with and without transcranial direct current stimulation over the primary motor cortex in children with spastic hemiparetic cerebral palsy.Methods:The sample will comprise 34 individuals with spastic hemiparetic cerebral palsy, 6 to 16 years old, classified at level I, II, or III of the Manual Ability Classification System. Participants will be randomly allocated to two groups: (1) functional training of the paretic upper limb combined with anodic transcranial stimulation; (2) functional training of the paretic upper limb combined with sham transcranial stimulation. Evaluation will involve three-dimensional movement analysis and electromyography using the SMART-D 140® system (BTS Engineering) and the FREEEMG® system (BTS Engineering), the Quality of Upper Extremity Skills Test, to assess functional mobility, the Portable Device and Ashworth Scale, to measure movement resistance and spasticity, and the Pediatric Evaluation of Disability Inventory, to evaluate performance. Functional reach training of the paretic upper limb will include a range of manual activities using educational toys associated with an induced constraint of the non-paretic limb during the training. Training will be performed in five weekly 20-minute sessions for two weeks. Transcranial stimulation over the primary motor cortex will be performed during the training sessions at an intensity of 1 mA. Findings will be analyzed statistically considering a 5 % significance level (P ≤ 0.05).Discussion:This paper presents a detailed description of a prospective, randomized, controlled, double-blind, clinical trial designed to demonstrate the effects of combining transcranial direct current stimulation over the primary motor cortex and functional training of the paretic limb in children with cerebral palsy classified at level I, II, or III of the Manual Ability Classification System. The results will be published and evidence found may contribute to the use of transcranial stimulation for this population.Trial registration:ReBEC RBR-6V4Y3K . Registered on 11 February 2015.Keywords:Cerebral palsy; Electrical stimulation; Physical therapy.
"
123,The correlation between transcranial magnetic stimulation parameters and neuromuscular properties in children with cerebral palsy.,"We studied the correlation between corticospinal signaling and neuromuscular properties in children with Cerebral Palsy (CP). Corticospinal signaling was evaluated using Transcranial Magnetic Stimulation (TMS). Neuromuscular properties were quantified using Hoffmann reflex (H-reflex), sonoelastography, clinical measurements, and isokinetic measures. In particular, we determined the relationship between the TMS parameters of the ankle joint and the neuromuscular features of ankle extensors and flexors as well as popular clinical measures of gait speed, endurance, balance and mobility. Seventeen CP patients and twelve healthy control subjects were evaluated. Our findings showed that the motor evoked potential (MEP) latency of TMS was significantly longer in CP than in healthy subjects. The MEP-latency was significantly correlated with the H-reflex response (r=0.71, p-value=0.04) and isokinetic features; i.e. max acceleration extension time (r=0.5, p-value=0.005), and max flexion time in the cycle (r=0.5, p-value =0.002). No significant correlation was observed between MEP-latency and clinical measurements of gait and sonoelastography of ankle muscles. The results suggest that the changes in corticospinal signaling could contribute to muscle weakness and hyperexcitability of reflexes observed in children with CP."
124,Spared Primary Motor Cortex and The Presence of MEP in Cerebral Palsy Dictate the Responsiveness to tDCS during Gait Training.,"The current priority of investigations involving transcranial direct current stimulation (tDCS) and neurorehabilitation is to identify biomarkers associated with the positive results of the interventions such that respondent and non-respondent patients can be identified in the early phases of treatment. The aims were to determine whether: (1) present motor evoked potential (MEP); and (2) injuries involving the primary motor cortex, are associated with tDCS-enhancement in functional outcome following gait training in children with cerebral palsy (CP). We reviewed the data from our parallel, randomized, sham-controlled, double-blind studies. Fifty-six children with spastic CP received gait training (either treadmill training or virtual reality training) and tDCS (active or sham). Univariate and multivariate logistic regression analyses were employed to identify clinical, neurophysiologic and neuroanatomic predictors associated with the responsiveness to treatment with tDCS. MEP presence during the initial evaluation and the subcortical injury were associated with positive effects in the functional results. The logistic regression revealed that present MEP was a significant predictor for the six-minute walk test (6MWT; p = 0.003) and gait speed (p = 0.028), whereas the subcortical injury was a significant predictor of gait kinematics (p = 0.013) and gross motor function (p = 0.021). In this preliminary study involving children with CP, two important prediction factors of good responses to anodal tDCS combined with gait training were identified. Apparently, MEP (integrity of the corticospinal tract) and subcortical location of the brain injury exerted different influences on aspects related to gait, such as velocity and kinematics.Keywords:cerebral palsy; gait training; motor evoked potential; neuromodulation; non-invasive brain stimulation.
"
125,"Does a Combination of Virtual Reality, Neuromodulation and Neuroimaging Provide a Comprehensive Platform for Neurorehabilitation? - A Narrative Review of the Literature.","In the last decade, virtual reality (VR) training has been used extensively in video games and military training to provide a sense of realism and environmental interaction to its users. More recently, VR training has been explored as a possible adjunct therapy for people with motor and mental health dysfunctions. The concept underlying VR therapy as a treatment for motor and cognitive dysfunction is to improve neuroplasticity of the brain by engaging users in multisensory training. In this review, we discuss the theoretical framework underlying the use of VR as a therapeutic intervention for neurorehabilitation and provide evidence for its use in treating motor and mental disorders such as cerebral palsy, Parkinson's disease, stroke, schizophrenia, anxiety disorders, and other related clinical areas. While this review provides some insights into the efficacy of VR in clinical rehabilitation and its complimentary use with neuroimaging (e.g., fNIRS and EEG) and neuromodulation (e.g., tDCS and rTMS), more research is needed to understand how different clinical conditions are affected by VR therapies (e.g., stimulus presentation, interactivity, control and types of VR). Future studies should consider large, longitudinal randomized controlled trials to determine the true potential of VR therapies in various clinical populations.Keywords:EEG; fNIRS; neuroplasticity; neurorehabilitation; tDCS; virtual reality therapy.
"
126,Brain stimulation and constraint for perinatal stroke hemiparesis: The PLASTIC CHAMPS Trial.,"Objective:To determine whether the addition of repetitive transcranial magnetic stimulation (rTMS) and/or constraint-induced movement therapy (CIMT) to intensive therapy increases motor function in children with perinatal stroke and hemiparesis.Methods:A factorial-design, blinded, randomized controlled trial (clinicaltrials.gov/NCT01189058) assessed rTMS and CIMT effects in hemiparetic children (aged 6-19 years) with MRI-confirmed perinatal stroke. All completed a 2-week, goal-directed, peer-supported motor learning camp randomized to daily rTMS, CIMT, both, or neither. Primary outcomes were the Assisting Hand Assessment and the Canadian Occupational Performance Measure at baseline, and 1 week, 2 and 6 months postintervention. Outcome assessors were blinded to treatment. Interim safety analyses occurred after 12 and 24 participants. Intention-to-treat analysis examined treatment effects over time (linear mixed effects model).Results:All 45 participants completed the trial. Addition of rTMS, CIMT, or both doubled the chances of clinically significant improvement. Assisting Hand Assessment gains at 6 months were additive and largest with rTMS + CIMT (β coefficient = 5.54 [2.57-8.51], p = 0.0004). The camp alone produced large improvements in Canadian Occupational Performance Measure scores, maximal at 6 months (Cohen d = 1.6, p = 0.002). Quality-of-life scores improved. Interventions were well tolerated and safe with no decrease in function of either hand.Conclusions:Hemiparetic children participating in intensive, psychosocial rehabilitation programs can achieve sustained functional gains. Addition of CIMT and rTMS increases the chances of improvement.Classification of evidence:This study provides Class II evidence that combined rTMS and CIMT enhance therapy-induced functional motor gains in children with stroke-induced hemiparetic cerebral palsy."
127,Intracortical inhibition in the soleus muscle is reduced during the control of upright standing in both young and old adults.,"Purpose:In a previous study, we reported that a short-interval intracortical inhibition (SICI) decreases in old but not in young adults when standing on foam vs. a rigid surface. Here, we examined if such an age by task difficulty interaction in motor cortical excitability also occurs in easier standing tasks.Methods:Fourteen young (23 ± 2.7 years) and fourteen old (65 ± 4.1 years) adults received transcranial magnetic brain stimulation and peripheral nerve stimulation, while they stood with or without support on a force platform.Results:In the soleus, we found that SICI was lower in unsupported (35 % inhibition) vs. supported (50 %) standing (p = 0.007) but similar in young vs. old adults (p = 0.591). In the tibialis anterior, SICI was similar between conditions (p = 0.597) but lower in old (52 %) vs. young (72 %) adults (p = 0.030). Age and standing with or without support did not affect the Hoffmann reflex in the soleus.Conclusions:The current data suggest that the motor cortex is involved in standing control, and that its role becomes more prominent with an increase in task difficulty.Keywords:Aging; Balance; Peripheral nerve stimulation; Short-interval intracortical inhibition; Transcranial magnetic stimulation.
"
128,Dynamic modulation of rTMS on functional connectivity and functional network connectivity to children with cerebral palsy: a case report.,"Repetitive transcranial magnetic stimulation (rTMS) is a noninvasive treatment tool for the recovery of cerebral palsy (CP). This report describes the modulation effect of rTMS to functional connectivity, functional network connectivity, motor, and cognitive ability following treatment in a child with mild ataxia CP. After receiving 8 months of 0.5 Hz rTMS treatment over the right dorsolateral prefrontal cortex, the child showed a gradual improvement in motor and cognitive-related functional connectivity and functional network connectivity following treatment as well as improved motor, cognitive functions. These pilot results provide the first evidence of the efficiency of 0.5 Hz of rTMS on a child with CP. Further large sample studies are needed to verify and expand the present findings."
129,Increased cerebellar activation after repetitive transcranial magnetic stimulation over the primary motor cortex in patients with multiple system atrophy.,"Background:Previous review reported that the high-frequency repetitive transcranial magnetic stimulation (rTMS) over the primary motor area (M1) of Parkinson's disease (PD) patients could alleviate their symptoms. This study aimed to investigate the effect of rTMS over the left M1 of patients with multiple system atrophy (MSA).Methods:Fifteen MSA patients were randomly assigned to receive a 10-session real (EP: group of experimental patients; n=7) or sham (CP: group of control patients; n=8) rTMS stimulation over two weeks. The overall experimental procedure consisted of two functional magnetic resonance imaging (fMRI) sessions, before and after a 10-session rTMS treatment. A complex self-paced sequential tapping task was performed during fMRI scanning. In addition, 18 age and gender matched healthy controls (HC) were enrolled. Subjects from the HC group did not receive any rTMS treatment and they underwent fMRI examination only once. The primary end point was the motor score change of the Unified Multiple System Atrophy Rating Scale (UMSARS-II) measured before and after the 5th and 10th session. Task-related activation was also compared among groups.Results:After active rTMS treatment, only patients of EP group significant improvement in UMSARS-II score. Compared to HC, MSA patients showed significant activation over similar brain areas except for the cerebellum. Increased activation was obtained in the bilateral cerebellum after rTMS treatment in the EP group. On the contrary, no increased activation was identified in the CP group.Conclusions:Our results highlight rTMS over M1 induced motor improvement in MSA patients that may be associated with increased activation in the cerebellum.Keywords:Multiple system atrophy (MSA); cerebellum; functional magnetic resonance imaging (fMRI); repetitive transcranial magnetic stimulation (rTMS); unified multiple system atrophy rating scale (UMSARS).
"
130,Effect of r-TMS over standard therapy in decreasing muscle tone of spastic cerebral palsy patients.,"Spastic cerebral palsy (CP) is the one of most common neurological disorders occurring due to damage to the immature brain or any other brain lesion at the time of birth. To aid in making the life of the CP patient meaningful, several interventions such as medical, surgical and rehabilitation have been employed to date. Besides these, recently repetitive Transcranial magnetic stimulation (r-TMS) is a new found approach which is being employed for treating various neurological and psychological conditions. The aim of this study was to observe the effects of r-TMS on muscle spasticity in CP patients by stimulating the motor cortex area of the brain, which is responsible for muscle movements. In this study, 20 subjects diagnosed with CP were recruited and 10 each were placed in two groups, namely the research group (RG) (mean age, height and weight were 7.99 (SD = 4.66) years, 116.7 (SD = 23.57) cm and 21.40 (SD = 10.95) kg, respectively) and the control group (CG) (mean age, height and weight were 8.41 (SD = 4.32) years, 107.9 (SD = 26.33) cm, 21.40 (SD = 12.63) kg, respectively). r-TMS frequencies of 5 Hz and 10 Hz were administered for 15 min daily to patients in RG followed by standard therapy (ST) of 1 h duration daily for 20 days. Moreover, the patients in the control group (CG) were given only standard therapy (ST) of 1 h duration for 20 days. Modified Ashworth Scale (MAS) was used as an outcome measure to determine the level of muscle spasticity. A pre- assessment of MAS score was performed on both RG and CG to determine the level of spasticity prior to starting therapy; and similarly post-assessment after 20 days was done to observe the changes post-therapy. Statistical analysis of pre vs post MAS scores showed that few muscles showed reduction in muscle tightness after administering only ST in the CG. On the contrary, the RG that underwent r-TMS therapy combined with ST showed a significant decrease (p < 0.05) in muscle tightness for all the muscles selected for the therapy.Keywords:Repetitive Transcranial Magnetic Stimulation (r-TMS); Upper Motor Neuron (UMN); motor cortex; muscle tone; spasticity.
"
131,Postural challenge affects motor cortical activity in young and old adults.,"When humans voluntarily activate a muscle, intracortical inhibition decreases. Such a decrease also occurs in the presence of a postural challenge and more so with increasing age. Here, we examined age-related changes in motor cortical activity during postural and non-postural contractions with varying levels of postural challenge. Fourteen young (age 22) and twelve old adults (age 70) performed three conditions: (1) voluntary contraction of the soleus muscle in sitting and (2) leaning forward while standing with and (3) without being supported. Subthreshold transcranial magnetic stimulation was applied to the soleus motor area suppressing ongoing EMG, as an index of motor cortical activity. The area of EMG suppression was ~60% smaller (p<0.05) in unsupported vs. supported leaning and sitting, with no difference between these latter two conditions (p>0.05). Even though in absolute terms young compared with old adults leaned farther (p=0.018), there was no age effect or an age by condition interaction in EMG suppression. Leaning closer to the maximum without support correlated with less EMG suppression (rho=-0.44, p=0.034). We conclude that the critical factor in modulating motor cortical activity was postural challenge and not contraction aim or posture. Age did not affect the motor control strategy as quantified by the modulation of motor cortical activity, but the modulation appeared at a lower task difficulty with increasing age.Keywords:Aging; Balance; Intracortical inhibition; Postural activation; Transcranial magnetic stimulation; Voluntary activation.
"
132,Hand function assessment in the first years of life in unilateral cerebral palsy: Correlation with neuroimaging and cortico-spinal reorganization.,"Aim:The purpose of the present study was to correlate early hand function assessment during the first years of life with neuroimaging findings and the different patterns of cortico-motor reorganization in children with unilateral cerebral palsy (UCP).Methods:We conducted a long prospective observational study, in which 17 children with UCP (8 left-sided hemiplegia; Manual Ability Classification System level 1-3) were first assessed at a mean age of 24 months (range 18-28), and followed up by means of the Besta Scale, a new standardized protocol assessing both unimanual and bimanual hand function. They also underwent Melbourne Assessment of Unilateral Upper Limb Function (MUUL) and single-pulse Transcranial Magnetic Stimulation (TMS) at a mean age of 10 years 5 months (range 9 y 1 m-12 y 8 m). Brain MRIs of all the 17 children were independently assessed and scored by two blinded observers, according to a defined protocol. Possible correlations between hand function at first assessment, neuroimaging and TMS data were analyzed.Results:Early hand function impairment significantly correlated with the extension of brain damage (ρ = -0.531, p = 0.028), number of involved areas (ρ = -0.608, p = 0.010), presence of radiological signs of cortico-spinal degeneration (ρ = -0.628, p = 0.007), and basal ganglia involvement (ρ = -0.485, p = 0.049). Additionally, higher hand function scores (i.e. better hand function) at first assessment significantly correlated with contralateral cortico-spinal projections, while lower scores significantly correlated with either mixed or ipsilateral cortico-spinal projections to the affected hand (χ(2)(2) = 11.418, p = 0.003; post-hoc tests: contralateral TMS group versus ipsilateral: Z = -2.943, p = 0.002 and contralateral TMS group versus mixed: Z = -2.775, p = 0.006).Conclusions:To our knowledge, this is the first study correlating hand function assessment in the first years of life, and its evolution over time, with neuroimaging and cortico-spinal projection patterns in children with UCP. These findings could contribute to an improved prediction of prognosis and a better delineation of therapeutic interventions in young children with UCP.Keywords:Brain lesions; Cortico-spinal projections; Hand function assessment; TMS; Unilateral cerebral palsy.
"
